,Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
42128,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,47,1139,3,3,4,68,84.0
42129,Male,Loyal Customer,Business travel,Business,satisfied,25,3975,4,4,4,45,37.0
42130,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,20,335,3,4,3,0,0.0
42131,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,11,1096,3,3,3,10,13.0
42132,Female,Loyal Customer,Business travel,Business,satisfied,48,554,4,4,4,1,0.0
42133,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,59,468,3,4,3,9,14.0
42134,Male,Loyal Customer,Business travel,Business,satisfied,35,337,4,4,3,67,63.0
42135,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,38,1726,2,4,2,19,0.0
42136,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,28,210,4,3,4,6,1.0
42137,Male,Loyal Customer,Business travel,Business,satisfied,43,2351,4,4,3,0,0.0
42138,Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,39,447,3,3,3,0,0.0
42139,Female,disloyal Customer,Business travel,Business,satisfied,28,1514,4,4,4,0,0.0
42140,Male,Loyal Customer,Business travel,Business,satisfied,35,3206,4,4,3,0,0.0
42141,Male,Loyal Customer,Personal Travel,Eco,satisfied,69,735,5,4,5,0,0.0
42142,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,577,5,3,5,66,100.0
42143,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,55,1009,1,1,3,4,0.0
42144,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,65,2399,5,4,1,0,7.0
42145,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,17,2062,2,2,2,0,0.0
42146,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,22,570,5,3,5,0,0.0
42147,Male,Loyal Customer,Business travel,Business,satisfied,39,3143,4,5,4,43,37.0
42148,Male,Loyal Customer,Business travel,Eco Plus,satisfied,72,147,5,1,5,0,0.0
42149,Female,Loyal Customer,Business travel,Business,satisfied,50,937,4,4,5,2,0.0
42150,Male,Loyal Customer,Business travel,Business,satisfied,48,2248,4,4,3,97,81.0
42151,Female,Loyal Customer,Business travel,Business,satisfied,36,3624,4,4,5,0,0.0
42152,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,50,1052,5,4,5,0,0.0
42153,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,31,605,2,4,2,0,0.0
42154,Male,Loyal Customer,Business travel,Business,satisfied,44,2247,4,4,5,0,0.0
42155,Female,Loyal Customer,Business travel,Business,satisfied,22,925,4,5,4,34,12.0
42156,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,32,502,2,5,2,0,0.0
42157,Female,Loyal Customer,Business travel,Business,satisfied,30,3874,4,4,4,0,9.0
42158,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,2161,5,4,5,0,0.0
42159,Male,Loyal Customer,Business travel,Business,satisfied,34,460,3,3,3,1,0.0
42160,Male,Loyal Customer,Business travel,Business,satisfied,55,2590,5,5,4,0,0.0
42161,Female,Loyal Customer,Business travel,Business,satisfied,46,373,4,4,4,79,66.0
42162,Female,Loyal Customer,Business travel,Business,satisfied,52,370,4,4,3,0,0.0
42163,Female,Loyal Customer,Business travel,Eco,satisfied,41,163,4,3,4,3,0.0
42164,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,28,109,3,4,3,0,0.0
42165,Female,Loyal Customer,Business travel,Business,satisfied,40,2024,4,4,3,7,14.0
42166,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,52,507,1,1,1,4,9.0
42167,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,44,1491,1,1,3,0,8.0
42168,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,634,1,1,5,0,1.0
42169,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,280,1,4,1,82,86.0
42170,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,57,728,2,2,3,19,7.0
42171,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,26,1250,1,4,1,0,0.0
42172,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,38,603,3,5,3,0,0.0
42173,Male,Loyal Customer,Business travel,Business,satisfied,41,472,5,5,2,0,0.0
42174,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,53,3245,4,3,3,147,167.0
42175,Female,Loyal Customer,Business travel,Business,satisfied,41,147,4,4,3,0,0.0
42176,Male,Loyal Customer,Business travel,Business,satisfied,27,3247,4,5,4,0,0.0
42177,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,35,101,2,4,2,0,0.0
42178,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,54,459,3,3,5,0,10.0
42179,Male,Loyal Customer,Business travel,Business,satisfied,41,2297,4,4,4,0,0.0
42180,Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,46,675,2,3,2,24,9.0
42181,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,56,109,1,5,1,0,0.0
42182,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,25,2438,3,4,3,0,15.0
42183,Female,Loyal Customer,Business travel,Business,satisfied,57,2968,5,5,5,0,0.0
42184,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,52,2129,2,2,3,95,85.0
42185,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,57,296,2,3,2,0,0.0
42186,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,60,319,2,2,4,0,0.0
42187,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,70,190,2,2,3,1,3.0
42188,Male,Loyal Customer,Business travel,Business,satisfied,59,2248,4,4,5,3,0.0
42189,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,25,1670,3,4,3,2,6.0
42190,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,24,399,4,5,4,0,0.0
42191,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,21,109,5,3,5,0,0.0
42192,Female,Loyal Customer,Business travel,Business,satisfied,59,201,5,5,5,0,0.0
42193,Male,Loyal Customer,Personal Travel,Eco,satisfied,34,238,4,4,4,0,28.0
42194,Female,Loyal Customer,Business travel,Business,satisfied,56,2489,5,5,4,29,12.0
42195,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,1208,2,3,2,10,0.0
42196,Male,Loyal Customer,Personal Travel,Eco Plus,satisfied,31,365,3,2,3,0,0.0
42197,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,589,2,4,2,0,0.0
42198,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,51,1785,3,3,2,4,36.0
42199,Female,Loyal Customer,Personal Travel,Eco,satisfied,56,544,4,4,2,0,0.0
42200,Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,37,376,5,5,3,0,12.0
42201,Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,10,562,2,4,2,37,29.0
42202,Female,Loyal Customer,Business travel,Business,satisfied,39,1011,5,5,5,7,6.0
42203,Female,Loyal Customer,Business travel,Eco Plus,satisfied,37,503,4,3,4,0,0.0
42204,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,39,737,3,3,3,0,9.0
42205,Female,Loyal Customer,Business travel,Business,satisfied,48,2238,5,5,3,3,19.0
42206,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,259,4,3,4,0,0.0
42207,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,991,2,4,2,0,0.0
42208,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,62,2327,1,1,5,0,0.0
42209,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,32,666,2,5,2,1,0.0
42210,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,30,337,2,5,2,0,0.0
42211,Female,Loyal Customer,Business travel,Business,satisfied,25,3785,5,4,5,0,0.0
42212,Female,Loyal Customer,Business travel,Business,satisfied,52,175,4,5,4,106,105.0
42213,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,9,550,2,2,2,0,0.0
42214,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,25,1956,2,4,2,0,0.0
42215,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,24,3408,2,2,2,0,12.0
42216,Male,Loyal Customer,Business travel,Business,satisfied,53,2475,5,5,4,0,0.0
42217,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,48,680,3,3,3,0,8.0
42218,Male,Loyal Customer,Business travel,Business,satisfied,53,3264,5,5,5,2,0.0
42219,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,22,997,3,4,4,437,429.0
42220,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,19,2454,2,3,3,0,10.0
42221,Male,Loyal Customer,Business travel,Business,satisfied,39,3777,5,5,5,9,0.0
42222,Male,Loyal Customer,Business travel,Business,satisfied,42,759,4,4,3,0,0.0
42223,Male,Loyal Customer,Business travel,Eco Plus,satisfied,36,842,4,4,4,0,0.0
42224,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,522,3,5,3,59,43.0
42225,Female,Loyal Customer,Business travel,Business,satisfied,60,3182,5,4,5,13,11.0
42226,Male,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,26,533,5,3,5,0,0.0
42227,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,47,1737,4,4,3,0,0.0
42228,Male,Loyal Customer,Business travel,Eco Plus,satisfied,70,869,5,4,5,0,0.0
42229,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,27,1027,3,5,3,0,0.0
42230,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,978,1,3,1,0,0.0
42231,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,17,2182,1,1,1,0,0.0
42232,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,46,1107,2,3,2,12,3.0
42233,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,721,3,4,3,0,0.0
42234,Female,Loyal Customer,Business travel,Business,satisfied,44,1464,4,4,5,17,17.0
42235,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,54,337,2,5,3,0,0.0
42236,Female,Loyal Customer,Business travel,Business,satisfied,53,2936,5,5,3,0,0.0
42237,Male,Loyal Customer,Business travel,Eco,satisfied,31,272,5,4,5,0,0.0
42238,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,30,2840,2,4,2,0,0.0
42239,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,14,372,3,1,3,14,18.0
42240,Female,disloyal Customer,Business travel,Eco,satisfied,23,705,5,4,5,0,0.0
42241,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,37,1142,3,4,3,164,156.0
42242,Male,Loyal Customer,Personal Travel,Eco,satisfied,44,2089,5,5,5,0,0.0
42243,Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,34,1703,2,1,2,0,8.0
42244,Male,Loyal Customer,Business travel,Business,satisfied,44,1334,2,2,3,18,20.0
42245,Male,Loyal Customer,Business travel,Business,satisfied,55,152,4,4,3,0,0.0
42246,Female,Loyal Customer,Business travel,Eco Plus,satisfied,39,189,4,2,4,58,60.0
42247,Male,Loyal Customer,Business travel,Business,satisfied,45,2077,5,5,4,0,16.0
42248,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,56,3216,2,2,4,0,0.0
42249,Female,disloyal Customer,Business travel,Eco,satisfied,37,967,2,2,2,0,0.0
42250,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,60,1107,1,3,1,13,0.0
42251,Female,Loyal Customer,Business travel,Business,satisfied,38,1337,3,3,3,6,0.0
42252,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,1797,1,1,5,11,10.0
42253,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,33,3636,4,4,3,0,4.0
42254,Male,Loyal Customer,Personal Travel,Eco,satisfied,10,1235,3,1,3,0,0.0
42255,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,40,449,2,4,2,0,0.0
42256,Female,Loyal Customer,Business travel,Business,satisfied,36,1811,2,2,2,0,3.0
42257,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,1860,2,2,4,16,16.0
42258,Female,Loyal Customer,Business travel,Eco Plus,satisfied,62,525,5,5,1,0,0.0
42259,Female,Loyal Customer,Business travel,Business,satisfied,41,440,5,5,5,0,0.0
42260,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,27,571,4,4,4,0,0.0
42261,Male,Loyal Customer,Business travel,Business,satisfied,18,1947,4,3,4,0,0.0
42262,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,30,315,4,5,4,41,76.0
42263,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,2475,5,5,2,0,6.0
42264,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,59,187,1,4,1,0,0.0
42265,Male,disloyal Customer,Business travel,Eco,satisfied,20,852,4,4,4,0,0.0
42266,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,41,1009,3,4,3,0,0.0
42267,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,101,4,4,4,0,2.0
42268,Male,Loyal Customer,Business travel,Business,satisfied,45,2433,5,5,4,0,0.0
42269,Male,Loyal Customer,Business travel,Business,satisfied,23,3756,3,5,3,2,0.0
42270,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,447,5,4,5,16,15.0
42271,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,63,432,1,3,1,0,3.0
42272,Male,Loyal Customer,Business travel,Business,satisfied,41,3034,4,4,3,0,0.0
42273,Female,disloyal Customer,Business travel,Eco,satisfied,24,696,1,4,1,0,0.0
42274,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,39,404,4,5,4,0,0.0
42275,Female,Loyal Customer,Business travel,Business,satisfied,36,2577,4,4,4,0,0.0
42276,Female,Loyal Customer,Business travel,Business,satisfied,44,849,5,5,5,9,2.0
42277,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,221,4,4,4,0,0.0
42278,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,447,4,3,4,0,0.0
42279,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,25,641,1,5,1,0,0.0
42280,Male,Loyal Customer,Business travel,Business,satisfied,40,2270,5,5,4,0,0.0
42281,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,700,2,4,2,0,0.0
42282,Female,Loyal Customer,Business travel,Business,satisfied,16,2071,4,4,4,24,14.0
42283,Female,Loyal Customer,Business travel,Business,satisfied,47,551,5,5,5,0,0.0
42284,Female,Loyal Customer,Personal Travel,Eco,satisfied,50,997,4,1,5,64,57.0
42285,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,36,115,4,2,1,0,7.0
42286,Male,Loyal Customer,Business travel,Business,satisfied,56,2655,3,5,4,121,137.0
42287,Male,Loyal Customer,Business travel,Eco,satisfied,37,264,3,3,3,2,0.0
42288,Female,Loyal Customer,Business travel,Eco,satisfied,35,528,5,2,5,26,16.0
42289,Male,Loyal Customer,Personal Travel,Eco,satisfied,53,1037,5,2,5,0,0.0
42290,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,678,4,5,4,0,0.0
42291,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,22,408,2,4,2,0,0.0
42292,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,30,674,2,4,2,0,0.0
42293,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,43,1984,1,1,4,11,0.0
42294,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,40,628,2,5,2,0,0.0
42295,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,36,3159,3,3,1,0,0.0
42296,Female,Loyal Customer,Business travel,Eco Plus,satisfied,25,2327,2,5,5,12,17.0
42297,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,56,374,2,3,2,79,71.0
42298,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,1235,5,4,5,0,0.0
42299,Male,Loyal Customer,Business travel,Eco Plus,satisfied,33,639,5,1,5,0,0.0
42300,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,689,5,1,5,0,
42301,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,1188,4,4,4,5,17.0
42302,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,895,1,2,1,1,0.0
42303,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,56,386,2,2,3,0,0.0
42304,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,34,971,5,5,5,0,0.0
42305,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,18,841,5,3,5,0,0.0
42306,Male,Loyal Customer,Business travel,Business,satisfied,55,2242,4,4,3,0,0.0
42307,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,862,2,5,2,0,0.0
42308,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,41,3360,4,4,2,14,19.0
42309,Male,Loyal Customer,Business travel,Business,satisfied,50,2072,3,3,4,0,26.0
42310,Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,37,1452,5,5,3,36,44.0
42311,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,39,719,1,4,1,45,45.0
42312,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,562,1,4,1,4,1.0
42313,Female,Loyal Customer,Business travel,Business,satisfied,59,255,5,5,3,75,72.0
42314,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,40,1399,3,3,4,6,3.0
42315,Male,Loyal Customer,Personal Travel,Eco,satisfied,65,714,3,5,3,0,0.0
42316,Male,Loyal Customer,Business travel,Business,satisfied,36,302,4,4,2,0,0.0
42317,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,948,4,4,3,0,0.0
42318,Female,Loyal Customer,Business travel,Business,satisfied,22,308,4,2,4,16,3.0
42319,Male,Loyal Customer,Business travel,Eco,satisfied,35,112,4,4,4,0,2.0
42320,Female,Loyal Customer,Business travel,Business,satisfied,24,550,4,4,4,3,0.0
42321,Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,29,237,5,3,5,0,0.0
42322,Female,Loyal Customer,Personal Travel,Eco,satisfied,11,588,4,4,4,0,0.0
42323,Female,Loyal Customer,Business travel,Business,satisfied,41,3651,4,4,3,6,1.0
42324,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,51,235,1,1,4,12,1.0
42325,Female,disloyal Customer,Business travel,Eco,satisfied,23,231,3,4,3,0,0.0
42326,Female,Loyal Customer,Business travel,Business,satisfied,63,972,2,2,5,0,0.0
42327,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,40,265,3,4,3,17,16.0
42328,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,39,236,4,5,4,63,60.0
42329,Female,Loyal Customer,Business travel,Business,satisfied,60,449,2,2,3,21,24.0
42330,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,58,534,4,4,3,0,0.0
42331,Female,Loyal Customer,Business travel,Eco,satisfied,48,337,5,5,4,0,0.0
42332,Male,Loyal Customer,Business travel,Business,satisfied,47,2145,5,5,4,21,10.0
42333,Male,disloyal Customer,Business travel,Business,satisfied,20,371,2,5,2,19,13.0
42334,Female,Loyal Customer,Business travel,Business,satisfied,51,3790,5,5,5,24,10.0
42335,Male,Loyal Customer,Business travel,Business,satisfied,28,1910,4,4,4,24,18.0
42336,Male,Loyal Customer,Business travel,Eco,satisfied,54,305,4,2,4,0,0.0
42337,Female,Loyal Customer,Business travel,Business,satisfied,33,2929,5,5,2,0,4.0
42338,Male,Loyal Customer,Personal Travel,Eco,satisfied,23,546,4,2,4,0,0.0
42339,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,27,733,5,3,5,29,22.0
42340,Male,Loyal Customer,Business travel,Business,satisfied,57,1874,4,4,4,0,0.0
42341,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,69,271,4,1,3,9,0.0
42342,Female,Loyal Customer,Business travel,Business,satisfied,56,2694,4,4,5,0,2.0
42343,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,36,2672,2,2,2,5,0.0
42344,Male,disloyal Customer,Business travel,Business,satisfied,23,967,2,5,2,5,2.0
42345,Female,Loyal Customer,Business travel,Business,satisfied,59,2930,2,2,3,35,36.0
42346,Male,Loyal Customer,Business travel,Business,satisfied,37,373,5,5,5,0,0.0
42347,Male,Loyal Customer,Business travel,Business,satisfied,61,370,4,4,1,0,0.0
42348,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,48,721,4,5,4,3,0.0
42349,Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,23,224,4,4,4,24,9.0
42350,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,42,854,1,1,4,94,94.0
42351,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,1440,4,4,4,50,55.0
